manufacture_year,mileage,price,length_mm,engine_cc,aspiration,wheel_base_mm,width_mm,direct_injection,seat_capacity,peak_power_hp,fuel_type,steering_type,assembled,height_mm,peak_torque_nm,doors,brand,colour,model,transmission,pred_price,update_analytics
2018.0,35000.0,199800.0,4725.0,1998.0,Twin-scroll turbo,2660.0,1835.0,Direct Injection,5.0,231.0,Petrol - Unleaded (ULP),Rack and Pinion,Official Import,1690.0,350.0,5.0,Toyota,Black,Harrier,Automatic,194215.28235384298,0.0
2020.0,5000.0,218800.0,4709.0,1998.0,Twin-scroll turbo,2851.0,1827.0,Direct Injection,5.0,184.0,Petrol - Unleaded (ULP),Rack and Pinion,Locally Built,1435.0,300.0,4.0,BMW,White,320i,Automatic,191066.90480465654,1.0
2016.0,110000.0,169800.0,4907.0,1997.0,Twin-scroll turbo,2968.0,1860.0,Direct Injection,5.0,245.0,Petrol - Unleaded (ULP),Rack and Pinion,Locally Built,1462.0,350.0,4.0,BMW,White,528i,Automatic,169378.62651012448,0.0
2014.0,75000.0,24800.0,4618.0,1997.0,Aspirated,2702.0,1813.0,Multi-Point Injected,5.0,141.0,Petrol - Unleaded (ULP),Rack and Pinion,Locally Built,1485.0,195.0,4.0,Renault,Silver,Fluence,Automatic,32159.798111245433,0.0
2014.0,30000.0,17800.0,3565.0,1248.0,Aspirated,2380.0,1595.0,Multi-Point Injected,5.0,87.0,Petrol - Unleaded (ULP),Rack and Pinion,Locally Built,1540.0,120.0,5.0,Hyundai,Pink,i10,Automatic,18389.101766731685,0.0
2015.0,25000.0,199000.0,4599.0,1999.0,Turbo intercooled,2741.0,2069.0,Direct Injection,7.0,241.0,Petrol - Unleaded (ULP),Rack and Pinion,Official Import,1724.0,340.0,5.0,Land Rover,Grey,Discovery Sport,Automatic,183668.54773043134,1.0
2014.0,80000.0,175000.0,4595.0,2457.0,Turbo intercooled,2650.0,1795.0,Direct Injection,5.0,300.0,Petrol - Leaded,Rack and Pinion,Official Import,1475.0,407.0,5.0,Subaru, -,WRX STi,Automatic,144938.6545119113,1.0
2012.0,95000.0,24900.0,3898.0,1597.0,Aspirated,2440.0,1745.0,Multi-Point Injected,5.0,126.0,Petrol - Unleaded (ULP),Rack and Pinion,Locally Built,1434.0,150.0,3.0,Proton,Red,Satria,Automatic,22141.23530969793,1.0
2016.0,55000.0,49800.0,4440.0,1497.0,Aspirated,2600.0,1695.0,Multi-Point Injected,5.0,120.0,Petrol - Unleaded (ULP),Rack and Pinion,Locally Built,1477.0,145.0,4.0,Honda,White,City,Automatic,53632.439132024374,1.0
2014.0,80000.0,73800.0,4278.0,1197.0,Turbo supercharged intercooled,2537.0,1808.0,Direct Injection,4.0,105.0,Petrol - Unleaded (ULP),Rack and Pinion,Official Import,1486.0,175.0,2.0,Volkswagen,White,Beetle,Automatic,64610.3979828889,1.0
2015.0,135000.0,136800.0,4720.0,1986.0,Aspirated,2660.0,1835.0,Multi-Point Injected,5.0,151.0,Petrol - Unleaded (ULP),Rack and Pinion,Parallel Import,1690.0,193.0,5.0,Toyota,Black,Harrier,Automatic,109908.44936078491,1.0
2011.0,85000.0,31800.0,4410.0,1495.0,Aspirated,2685.0,1695.0,Multi-Point Injected,7.0,109.0,Petrol - Unleaded (ULP),Rack and Pinion,Official Import,1745.0,141.0,5.0,Toyota,White,Rush,Automatic,33750.735993216265,1.0
2013.0,75000.0,66300.0,4370.0,1984.0,Turbocharged,2646.0,1802.0,Direct Injection,5.0,213.0,Petrol - Unleaded (ULP),Rack and Pinion,Locally Built,1470.0,300.0,5.0,Volvo,White,V40 Cross Country,Automatic,75330.915440435,1.0
2010.0,115000.0,16800.0,3905.0,1597.0,Aspirated,2440.0,1710.0,Multi-Point Injected,5.0,111.0,Petrol - Unleaded (ULP),Rack and Pinion,Locally Built,1420.0,148.0,3.0,Proton,Black,Satria,Manual,16652.899742485108,1.0
2019.0,5000.0,352500.0,4950.0,1969.0,Turbo supercharged intercooled,2984.0,1958.0,Direct Injection,7.0,320.0,Hybrid,Rack and Pinion,Locally Built,1776.0,400.0,5.0,Volvo,White,XC90,Automatic,292269.6985958211,0.0
2017.0,45000.0,40999.0,3965.0,1199.0,Turbocharged,2538.0,1739.0,Direct Injection,5.0,111.0,Petrol - Unleaded (ULP),Rack and Pinion,Locally Built,1460.0,205.0,5.0,Peugeot,Blue,208,Automatic,52824.50417957056,1.0
2013.0,90000.0,89800.0,4907.0,1997.0,Twin-scroll turbo,2968.0,1860.0,Direct Injection,5.0,184.0,Petrol - Unleaded (ULP),Rack and Pinion,Locally Built,1462.0,270.0,4.0,BMW,Grey,520i,Automatic,101309.63554308942,0.0
2009.0,90000.0,59800.0,5072.0,2979.0,Twin Turbo intercooled,3070.0,1902.0,Direct Injection,5.0,326.0,Petrol - Unleaded (ULP),Rack and Pinion,Parallel Import,1479.0,450.0,4.0,BMW,Grey,740i,Automatic,179223.7311268127,0.0
2009.0,92500.0,50800.0,4628.0,2953.0,Turbo intercooled,2774.0,1891.0,Multi-Point Injected,5.0,286.0,Petrol - Unleaded (ULP),Rack and Pinion,Official Import,1713.0,400.0,5.0,Volvo,Black,XC60,Automatic,50926.99932524901,0.0
2012.0,75000.0,208800.0,4970.0,3605.0,Aspirated,2920.0,1931.0,Direct Injection,4.0,299.0,Petrol - Unleaded (ULP),Rack and Pinion,Official Import,1418.0,400.0,5.0,Porsche,Bronze,Panamera,Automatic,194753.3023744696,1.0
2017.0,95000.0,77888.0,4595.0,1995.0,Aspirated,2640.0,1795.0,Multi-Point Injected,5.0,150.0,Petrol - Unleaded (ULP),Rack and Pinion,Locally Built,1735.0,198.0,5.0,Subaru, -,Forester,Automatic,70490.47855104419,0.0
2011.0,90000.0,39800.0,4851.0,1999.0,Turbo intercooled,2835.0,1861.0,Direct Injection,5.0,241.0,Petrol - Unleaded (ULP),Rack and Pinion,Locally Built,1493.0,320.0,4.0,Volvo,Grey,S80,Automatic,69127.74255835083,1.0
2020.0,5000.0,76000.0,4145.0,1496.0,Aspirated,2550.0,1811.421210305572,Multi-Point Injected,5.0,107.0,Petrol - Unleaded (ULP),Rack and Pinion,Locally Built,1672.2348711803477,140.0,5.0,Toyota,Silver,Yaris,Automatic,65167.376021291566,1.0
1999.0,125000.0,29999.0,4875.0,2967.0,Aspirated,2910.0,1820.0,Multi-Point Injected,5.0,324.0,Petrol - Unleaded (ULP),Rack and Pinion,Official Import,1445.0,293.0,4.0,Jaguar,Gold,S-Type,Automatic,60769.14496417755,1.0
2014.0,50000.0,119800.0,4240.0,1998.0,Aspirated,2570.0,1775.0,Direct Injection,4.0,200.0,Petrol - Unleaded (ULP),Rack and Pinion,Official Import,1425.0,205.0,2.0,Subaru,White,BRZ,Automatic,96534.92457222582,0.0
2015.0,90000.0,69899.0,4294.0,1799.0,Aspirated,2610.0,1772.0,Multi-Point Injected,5.0,143.0,Petrol - Unleaded (ULP),Rack and Pinion,Locally Built,1605.0,172.0,5.0,Honda,White,HR-V,Automatic,66700.40894998523,1.0
2010.0,135000.0,52000.0,4570.0,1799.0,Aspirated,2740.0,1695.0,Multi-Point Injected,7.0,140.0,Petrol - Unleaded (ULP),Rack and Pinion,Parallel Import,1545.0,174.0,5.0,Honda,Black,Stream,Automatic,47382.64986503609,0.0
2011.0,95000.0,43800.0,4320.0,1798.0,Aspirated,2600.0,1765.0,Multi-Point Injected,5.0,99.0,Hybrid,Rack and Pinion,Official Import,1430.0,142.0,5.0,Lexus,Grey,CT200h,Automatic,44821.16659924286,1.0
2008.0,135000.0,39800.0,4570.0,1799.0,Aspirated,2740.0,1695.0,Multi-Point Injected,7.0,140.0,Petrol - Unleaded (ULP),Rack and Pinion,Official Import,1545.0,174.0,5.0,Honda,Blue,Stream,Automatic,42197.056427289666,0.0
2014.0,110000.0,168888.0,4686.0,1991.0,Turbo intercooled,2840.0,1810.0,Direct Injection,5.0,211.0,Petrol - Unleaded (ULP),Rack and Pinion,Official Import,1442.0,350.0,4.0,Mercedes-Benz, -,C250,Automatic,141175.3190309131,1.0
2015.0,100000.0,53800.0,4769.0,1798.0,Turbo supercharged intercooled,2712.0,1820.0,Direct Injection,5.0,160.0,Petrol - Unleaded (ULP),Rack and Pinion,Locally Built,1470.0,250.0,4.0,Volkswagen,Grey,Passat,Automatic,62138.87891015031,1.0
2005.0,85000.0,6900.0,4310.0,1597.0,Aspirated,2600.0,1725.0,Multi-Point Injected,5.0,111.0,Petrol - Unleaded (ULP),Rack and Pinion,Locally Built,1435.0,148.0,5.0,Proton,White,Gen-2,Automatic,18674.46659291293,1.0
2018.0,35000.0,38800.0,4425.0,1498.0,Aspirated,2600.0,1695.0,Multi-Point Injected,5.0,102.0,Petrol - Unleaded (ULP),Rack and Pinion,Locally Built,1500.0,139.0,4.0,Nissan,Black,Almera,Automatic,40627.64786177213,0.0
2011.0,100000.0,35800.0,4850.0,1997.0,Aspirated,2775.0,1795.0,Multi-Point Injected,5.0,136.0,Petrol - Unleaded (ULP),Rack and Pinion,Locally Built,1480.0,190.0,4.0,Nissan,Black,Teana,Automatic,40669.41698691338,0.0
2018.0,5000.0,52000.0,4122.0,1197.0,Turbo intercooled,2606.0,1778.0,Direct Injection,5.0,116.0,Petrol - Unleaded (ULP),Rack and Pinion,Locally Built,1566.0,190.0,5.0,Renault,Blue,Captur,Automatic,74643.60003167056,1.0
2013.0,80000.0,39900.0,4540.0,1798.0,Aspirated,2600.0,1760.0,Multi-Point Injected,5.0,140.0,Petrol - Unleaded (ULP),Rack and Pinion,Official Import,1465.0,173.0,4.0,Toyota,Silver,Corolla Altis,Automatic,41404.24439482893,1.0
2015.0,100000.0,40800.0,5220.0,2477.0,Turbo intercooled,3000.0,1750.0,Direct Injection,5.0,90.0,Diesel,Rack and Pinion,Official Import,1655.0,196.0,4.0,Mitsubishi,White,Triton,Manual,51996.66995801822,1.0
2011.0,105000.0,13800.0,4676.0,1997.0,Aspirated,2725.0,1811.0,Multi-Point Injected,5.0,140.0,Petrol - Unleaded (ULP),Rack and Pinion,Locally Built,1447.0,200.0,4.0,Peugeot,Silver,407,Automatic,22838.388989136383,0.0
2019.0,10000.0,213000.0,3850.0,1998.0,Twin-scroll turbo,2495.0,1727.0,Direct Injection,4.0,192.0,Petrol - Unleaded (ULP),Rack and Pinion,Official Import,1414.0,280.0,3.0,MINI,Green,3 Door,Automatic,175388.37641722203,0.0
2013.0,105000.0,53800.0,4075.0,1496.0,Aspirated,2435.0,1740.0,Multi-Point Injected,4.0,135.0,Hybrid,Rack and Pinion,Official Import,1395.0,172.0,3.0,Honda,White,CR-Z,Automatic,48008.30030582441,0.0
2020.0,20000.0,332800.0,4752.0,1998.0,Twin-scroll turbo,2864.0,1918.0,Direct Injection,5.0,252.0,Petrol - Unleaded (ULP),Rack and Pinion,Locally Built,1621.0,350.0,5.0,BMW,Red,X4,Automatic,265470.164424382,1.0
2016.0,85000.0,37800.0,4230.0,1495.0,Aspirated,2750.0,1695.0,Multi-Point Injected,7.0,103.0,Petrol - Unleaded (ULP),Rack and Pinion,Locally Built,1620.0,136.0,5.0,Perodua,Black,Alza,Automatic,38268.511907343025,1.0
2017.0,35000.0,218000.0,2939.0,1991.0,Turbo intercooled,4923.0,1852.0,Direct Injection,5.0,211.0,Hybrid,Rack and Pinion,Locally Built,1468.0,350.0,4.0,Mercedes-Benz,Black,E350 e,Automatic,210625.28431063087,0.0
2010.0,190000.0,63800.0,4899.0,2497.0,Aspirated,2968.0,1860.0,Multi-Point Injected,5.0,204.0,Petrol - Unleaded (ULP),Rack and Pinion,Locally Built,1464.0,250.0,4.0,BMW,Grey,523i,Automatic,69044.7776351836,0.0
2008.0,220000.0,9888.0,4257.0,1332.0,Aspirated,2465.0,1680.0,Multi-Point Injected,5.0,95.0,Petrol - Unleaded (ULP),Rack and Pinion,Locally Built,1502.0,120.0,4.0,Proton,Silver,Saga,Automatic,15078.092503031225,0.0
2018.0,35000.0,38800.0,4265.0,1373.0,Aspirated,2740.0,1695.0,Multi-Point Injected,6.0,92.0,Petrol - Unleaded (ULP),Rack and Pinion,Locally Built,1685.0,130.0,5.0,Proton,Grey,Ertiga,Automatic,38173.44762088366,1.0
2014.0,75000.0,57800.0,4525.0,1997.0,Aspirated,2670.0,1755.0,Multi-Point Injected,5.0,155.0,Petrol - Unleaded (ULP),Rack and Pinion,Locally Built,1435.0,190.0,4.0,Honda,Grey,Civic,Automatic,52112.74081039831,0.0
2016.0,75000.0,148800.0,4253.0,1998.0,Twin-scroll turbo,2670.0,1800.0,Direct Injection,5.0,194.0,Petrol - Unleaded (ULP),Rack and Pinion,Parallel Import,1441.0,280.0,5.0,MINI,Bronze,Clubman,Automatic,170584.92153532934,1.0
2014.0,75000.0,46888.0,4950.0,2354.0,Aspirated,2800.0,1845.0,Multi-Point Injected,5.0,175.0,Petrol - Unleaded (ULP),Rack and Pinion,Locally Built,1475.0,225.0,4.0,Proton,Black,Perdana,Automatic,54335.84400193889,1.0
2007.0,125000.0,18800.0,4205.0,1598.0,Aspirated,2600.0,1695.0,Multi-Point Injected,5.0,109.0,Petrol - Unleaded (ULP),Rack and Pinion,Locally Built,1535.0,153.0,5.0,Nissan,Silver,Latio,Automatic,26982.639447386005,1.0
2015.0,90000.0,72888.0,4870.0,1997.0,Aspirated,2775.0,1850.0,Multi-Point Injected,5.0,155.0,Petrol - Unleaded (ULP),Rack and Pinion,Locally Built,1465.0,190.0,4.0,Honda,White,Accord,Automatic,68056.595008509,0.0
2011.0,105000.0,13800.0,4278.0,1332.0,Aspirated,2465.0,1680.0,Multi-Point Injected,5.0,95.0,Petrol - Unleaded (ULP),Rack and Pinion,Locally Built,1520.0,120.0,4.0,Proton,White,Saga,Automatic,16499.76504978605,0.0
2012.0,105000.0,29888.0,4150.0,1495.0,Aspirated,2655.0,1600.0,Multi-Point Injected,7.0,103.0,Petrol - Unleaded (ULP),Rack and Pinion,Official Import,1695.0,136.0,5.0,Toyota,White,Avanza,Automatic,35682.59194914009,1.0
2010.0,115000.0,9000.0,3575.0,847.0,Aspirated,2390.0,1475.0,Multi-Point Injected,5.0,53.0,Petrol - Unleaded (ULP),Rack and Pinion,Locally Built,1530.0,76.0,5.0,Perodua,White,Viva,Manual,11567.869678029707,1.0
1997.0,205000.0,8800.0,4650.445833333333,2521.0,Aspirated,2760.89029535865,1859.5125,Multi-Point Injected,5.0,236.6375,Petrol - Unleaded (ULP),Rack and Pinion,Locally Built,1576.8166666666666,329.3333333333333,4.0,Volvo,Blue,S70,Automatic,26241.022963013245,0.0
2008.0,185000.0,41500.0,4570.0,1799.0,Aspirated,2740.0,1695.0,Multi-Point Injected,7.0,140.0,Petrol - Unleaded (ULP),Rack and Pinion,Official Import,1545.0,174.0,5.0,Honda,Blue,Stream,Automatic,40839.161509899226,1.0
2012.0,90000.0,27800.0,4205.0,1495.0,Aspirated,2750.0,1695.0,Multi-Point Injected,7.0,103.0,Petrol - Unleaded (ULP),Rack and Pinion,Locally Built,1620.0,136.0,5.0,Perodua,White,Alza,Automatic,32145.254532500858,1.0
2013.0,100000.0,21800.0,4682.0,1598.0,Twin-scroll turbo,2710.0,1815.0,Direct Injection,5.0,166.0,Petrol - Unleaded (ULP),Rack and Pinion,Locally Built,1525.0,240.0,4.0,Peugeot,Black,408,Automatic,29396.59799910349,1.0
2015.0,105000.0,25800.0,3920.0,1332.0,Aspirated,2555.0,1722.0,Multi-Point Injected,5.0,95.0,Petrol - Unleaded (ULP),Rack and Pinion,Locally Built,1554.0,120.0,5.0,Proton,Green,Iriz,Automatic,24738.02984136961,0.0
2016.0,85000.0,57800.0,5020.0,2354.0,Aspirated,2800.0,1845.0,Multi-Point Injected,5.0,181.0,Petrol - Unleaded (ULP),Rack and Pinion,Locally Built,1475.0,222.0,4.0,Proton,Grey,Perdana,Automatic,63408.623612332194,0.0
2019.0,15000.0,268888.0,4963.0,1969.0,Turbo supercharged intercooled,2941.0,1879.0,Direct Injection,5.0,325.0,Hybrid,Rack and Pinion,Locally Built,1443.0,400.0,4.0,Volvo,White,S90,Automatic,271653.4152050156,1.0
1999.0,200000.0,18900.0,4448.0,1590.0,Aspirated,2621.0,1704.0,Multi-Point Injected,5.0,120.0,Petrol - Unleaded (ULP),Rack and Pinion,Locally Built,1389.0,144.0,4.0,Honda,White,Civic,Automatic,31238.202176261108,1.0
2015.0,80000.0,68888.0,5280.0,2477.0,Turbo intercooled,3000.0,1815.0,Direct Injection,5.0,178.0,Diesel,Rack and Pinion,Official Import,1780.0,400.0,4.0,Mitsubishi,Silver,Triton,Automatic,69109.92366031773,0.0
2016.0,135000.0,48800.0,4400.0,1598.0,Aspirated,2725.0,1695.0,Multi-Point Injected,2.0,109.0,Petrol - Unleaded (ULP),Rack and Pinion,Official Import,1855.0,152.0,5.0,Nissan,White,NV200,Manual,47641.147892252404,0.0
2007.0,125000.0,39800.0,5100.0,2477.0,Turbo intercooled,3000.0,1800.0,Direct Injection,5.0,136.0,Diesel,Rack and Pinion,Official Import,1795.0,314.0,4.0,Mitsubishi,Silver,Triton,Automatic,44419.84469832936,0.0
2018.0,15000.0,25988.0,3640.0,998.0,Aspirated,2455.0,1620.0,Multi-Point Injected,5.0,68.0,Petrol - Unleaded (ULP),Rack and Pinion,Locally Built,1510.0,91.0,5.0,Perodua,Silver,Axia,Automatic,27195.59392539188,1.0
2008.0,135000.0,20800.0,4410.0,1495.0,Aspirated,2685.0,1695.0,Multi-Point Injected,7.0,109.0,Petrol - Unleaded (ULP),Rack and Pinion,Official Import,1745.0,141.0,5.0,Toyota,Black,Rush,Automatic,25270.964959739784,1.0
2012.0,100000.0,49800.0,4950.0,1997.0,Aspirated,2800.0,1845.0,Multi-Point Injected,5.0,156.0,Petrol - Unleaded (ULP),Rack and Pinion,Locally Built,1475.0,189.0,4.0,Honda,White,Accord,Automatic,47360.66276920828,1.0
2015.0,65000.0,56800.0,4060.0,1496.0,Aspirated,2570.0,1695.0,Direct Injection,5.0,116.0,Petrol - Unleaded (ULP),Rack and Pinion,Official Import,1495.0,148.0,5.0,Mazda,Red, 2,Automatic,56586.611980132606,1.0
2010.0,100000.0,43870.0,4215.0,1497.0,Aspirated,2740.0,1700.0,Multi-Point Injected,7.0,118.0,Petrol - Unleaded (ULP),Rack and Pinion,Official Import,1735.0,146.0,5.0,Honda,Black,Freed,Automatic,39970.07209260284,0.0
2020.0,5000.0,218000.0,4299.0,1998.0,Twin-scroll turbo,2670.0,1822.0,Direct Injection,5.0,306.0,Petrol - Unleaded (ULP),Rack and Pinion,Official Import,1557.0,450.0,5.0,MINI,Bronze,Countryman,Automatic,215571.44680221044,0.0
2015.0,75000.0,23500.0,4543.0,1597.0,Aspirated,2650.0,1786.0,Multi-Point Injected,5.0,109.0,Petrol - Unleaded (ULP),Rack and Pinion,Locally Built,1524.0,150.0,4.0,Proton,Silver,Preve,Automatic,26588.197639877377,1.0
2000.0,115000.0,15800.0,4686.0,1998.0,Aspirated,2840.0,1810.0,Multi-Point Injected,5.0,184.0,Petrol - Unleaded (ULP),Rack and Pinion,Locally Built,1442.0,300.0,4.0,Mercedes-Benz,Gold,C200,Automatic,53901.14735743243,0.0
2010.0,85000.0,94999.0,4865.0,2362.0,Aspirated,2950.0,1840.0,Multi-Point Injected,7.0,170.0,Petrol - Unleaded (ULP),Rack and Pinion,Parallel Import,1900.0,224.0,5.0,Toyota,Black,Vellfire,Automatic,102220.49229975959,0.0
2018.0,110000.0,59800.0,4410.0,1496.0,Aspirated,2550.0,1700.0,Multi-Point Injected,5.0,107.0,Petrol - Unleaded (ULP),Rack and Pinion,Locally Built,1475.0,140.0,4.0,Toyota,Silver,Vios,Automatic,51900.04119570144,0.0
2016.0,70000.0,34900.0,4592.0,1561.0,Turbocharged,2730.0,1809.0,Multi-Point Injected,7.0,140.0,Petrol - Unleaded (ULP),Rack and Pinion,Locally Built,1691.0,205.0,5.0,Proton,Silver,Exora,Automatic,37279.333145144046,1.0
2017.0,35000.0,25900.0,3640.0,998.0,Aspirated,2455.0,1620.0,Multi-Point Injected,5.0,68.0,Petrol - Unleaded (ULP),Rack and Pinion,Locally Built,1510.0,91.0,5.0,Perodua,White,Axia,Automatic,27470.69826105621,1.0
2016.0,30000.0,575000.0,4499.0,2981.0,Twin Turbo intercooled,2450.0,1808.0,Direct Injection,4.0,420.0,Petrol - Unleaded (ULP),Rack and Pinion,Official Import,1295.0,500.0,2.0,Porsche,Black,911,Automatic,409823.080681665,1.0
2019.0,20000.0,43988.0,4387.0,1597.0,Aspirated,2555.0,1722.0,Multi-Point Injected,5.0,109.0,Petrol - Unleaded (ULP),Rack and Pinion,Locally Built,1554.0,150.0,4.0,Proton,Grey,Persona,Automatic,36548.041818153535,0.0
1999.0,215000.0,11800.0,4601.090693538827,1998.0,Aspirated,2735.0,1811.421210305572,Multi-Point Injected,5.0,184.0,Petrol - Unleaded (ULP),Rack and Pinion,Parallel Import,1672.2348711803477,181.0,5.0,Toyota,White,Nadia,Automatic,17026.53254015919,1.0
2011.0,80000.0,128000.0,4365.0,1999.0,Turbocharged,2660.0,1965.0,Direct Injection,5.0,241.0,Petrol - Unleaded (ULP),Rack and Pinion,Parallel Import,1635.0,340.0,5.0,Land Rover,White,Range Rover Evoque,Automatic,118573.34195342872,1.0
2011.0,90000.0,19800.0,3690.0,1298.0,Aspirated,2440.0,1665.0,Multi-Point Injected,5.0,91.0,Petrol - Unleaded (ULP),Rack and Pinion,Locally Built,1545.0,117.0,5.0,Perodua,Purple,Myvi,Automatic,23239.780923778482,0.0
2010.0,105000.0,45800.0,4799.0,1984.0,Turbo supercharged intercooled,2708.0,1855.0,Direct Injection,5.0,200.0,Petrol - Unleaded (ULP),Rack and Pinion,Official Import,1417.0,280.0,4.0,Volkswagen,White,Passat,Automatic,52394.6946588665,0.0
2012.0,65000.0,14900.0,4278.0,1332.0,Aspirated,2465.0,1680.0,Multi-Point Injected,5.0,95.0,Petrol - Unleaded (ULP),Rack and Pinion,Locally Built,1520.0,120.0,4.0,Proton,Silver,Saga,Automatic,17623.53977010535,1.0
2009.0,75000.0,14800.0,3460.0,989.0,Aspirated,2360.0,1500.0,Multi-Point Injected,5.0,55.0,Petrol - Unleaded (ULP),Rack and Pinion,Locally Built,1660.0,88.0,5.0,Perodua,White,Kenari,Automatic,13414.607690486619,0.0
2015.0,85000.0,19800.0,3640.0,998.0,Aspirated,2455.0,1620.0,Multi-Point Injected,5.0,67.0,Petrol - Unleaded (ULP),Rack and Pinion,Locally Built,1510.0,90.0,5.0,Perodua,Silver,Axia,Manual,23333.57627594696,0.0
2002.0,205000.0,16800.0,4995.0,2972.0,Aspirated,2960.0,1775.0,Multi-Point Injected,5.0,246.0,Petrol - Unleaded (ULP),Recirculating Ball,Locally Built,1800.0,255.0,4.0,Mitsubishi,Silver,Storm,Automatic,23833.270601744705,1.0
2012.0,95000.0,41800.0,5295.0,2477.0,Turbo intercooled,3000.0,1800.0,Direct Injection,5.0,136.0,Diesel,Rack and Pinion,Official Import,1779.0,314.0,4.0,Mitsubishi,White,Triton,Manual,44459.79864602508,0.0
2017.0,65000.0,45800.0,4270.0,1495.0,Aspirated,2750.0,1695.0,Multi-Point Injected,7.0,103.0,Petrol - Unleaded (ULP),Rack and Pinion,Locally Built,1620.0,136.0,5.0,Perodua,White,Alza,Automatic,39779.46398017087,0.0
2019.0,105000.0,84800.0,4519.0,1799.0,Turbocharged,2670.0,1831.0,Direct Injection,5.0,184.0,Petrol - Unleaded (ULP),Rack and Pinion,Official Import,1694.0,285.0,5.0,Proton,Grey,X70,Automatic,89879.26602827931,0.0
2011.0,100000.0,29800.0,4580.0,1999.0,Aspirated,2640.0,1755.0,Multi-Point Injected,5.0,147.0,Petrol - Unleaded (ULP),Rack and Pinion,Locally Built,1470.0,182.0,4.0,Mazda,Silver, 3,Automatic,33595.99052360129,0.0
2011.0,120000.0,23800.0,4530.0,1591.0,Aspirated,2650.0,1775.0,Multi-Point Injected,5.0,124.0,Petrol - Unleaded (ULP),Rack and Pinion,Locally Built,1460.0,156.0,4.0,Kia,White,Forte,Automatic,28480.72326156453,0.0
2010.0,105000.0,21800.0,4263.0,1498.0,Aspirated,2490.0,1695.0,Multi-Point Injected,5.0,103.0,Petrol - Unleaded (ULP),Rack and Pinion,Official Import,1483.0,135.0,4.0,Mazda,Grey, 2,Automatic,25867.58792854361,0.0
2018.0,65000.0,178800.0,4686.0,1991.0,Turbocharged,2840.0,1810.0,Direct Injection,5.0,211.0,Hybrid,Rack and Pinion,Locally Built,1442.0,350.0,4.0,Mercedes-Benz,Black,C350 e,Automatic,186481.78044113255,1.0
2017.0,45000.0,163700.0,4686.0,1991.0,Turbocharged,2840.0,1810.0,Direct Injection,5.0,211.0,Hybrid,Rack and Pinion,Locally Built,1442.0,350.0,4.0,Mercedes-Benz,Blue,C350 e,Automatic,177760.45650139512,0.0
2013.0,95000.0,51800.0,4075.0,1496.0,Aspirated,2435.0,1740.0,Multi-Point Injected,4.0,135.0,Hybrid,Rack and Pinion,Official Import,1395.0,172.0,3.0,Honda,Red,CR-Z,Automatic,48433.41554391965,0.0
2018.0,65000.0,85800.0,4465.0,1995.0,Aspirated,2665.0,1800.0,Direct Injection,5.0,155.0,Petrol - Unleaded (ULP),Rack and Pinion,Locally Built,1615.0,196.0,5.0,Subaru,Black,XV,Automatic,95325.71064874837,1.0
2006.0,155000.0,6800.0,3365.0,847.0,Aspirated,2280.0,1405.0,Carburettor Single,5.0,37.0,Petrol - Unleaded (ULP),Rack and Pinion,Locally Built,1415.0,63.0,5.0,Perodua,Silver,Kancil,Manual,6268.274490123,0.0
1997.0,225000.0,12888.0,4633.0,1796.0,Aspirated,2810.0,1811.0,Multi-Point Injected,5.0,136.0,Petrol - Unleaded (ULP),Rack and Pinion,Locally Built,1429.0,220.0,4.0,BMW,Silver,318i,Automatic,30563.499839896547,0.0
2016.0,40000.0,225800.0,4292.0,1991.0,Twin-scroll turbo,2699.0,1780.0,Direct Injection,5.0,360.0,Petrol - Unleaded (ULP),Rack and Pinion,Official Import,1433.0,450.0,5.0,Mercedes-Benz,White,A45 AMG,Automatic,237714.2983246457,0.0
2014.0,105000.0,215000.0,4855.0,3604.0,Twin Turbo intercooled,2895.0,1939.0,Direct Injection,5.0,420.0,Petrol - Unleaded (ULP),Rack and Pinion,Parallel Import,1705.0,550.0,5.0,Porsche,Black,Cayenne,Automatic,273880.53723922523,1.0
2015.0,65000.0,49800.0,4485.0,1798.0,Aspirated,2600.0,1700.0,Multi-Point Injected,7.0,126.0,Petrol - Unleaded (ULP),Rack and Pinion,Locally Built,1590.0,174.0,5.0,Nissan,White,Grand Livina,Automatic,48223.62636294554,1.0
2011.0,45000.0,88800.0,4110.0,1598.0,Twin-scroll turbo,2595.0,1789.0,Direct Injection,5.0,184.0,Petrol - Unleaded (ULP),Rack and Pinion,Parallel Import,1561.0,240.0,5.0,MINI, -,Countryman,Automatic,95440.9389249344,1.0
2009.0,85000.0,78800.0,4795.0,2362.0,Aspirated,1950.0,1800.0,Multi-Point Injected,7.0,170.0,Petrol - Unleaded (ULP),Rack and Pinion,Parallel Import,1745.0,223.0,5.0,Toyota,Black,Estima,Automatic,81831.15863510623,1.0
2018.0,90000.0,117800.0,4360.0,1798.0,Aspirated,2640.0,1795.0,Multi-Point Injected,5.0,140.0,Petrol - Unleaded (ULP),Rack and Pinion,Official Import,1565.0,171.0,5.0,Toyota,Maroon,C-HR,Automatic,94248.4070916977,0.0
2015.0,80000.0,56800.0,4450.0,1995.0,Aspirated,2635.0,1780.0,Multi-Point Injected,5.0,150.0,Petrol - Unleaded (ULP),Rack and Pinion,Locally Built,1615.0,196.0,5.0,Subaru,Black,XV,Automatic,54023.12255364344,0.0
