manufacture_year,mileage,price,length_mm,engine_cc,aspiration,wheel_base_mm,width_mm,direct_injection,seat_capacity,peak_power_hp,fuel_type,steering_type,assembled,height_mm,peak_torque_nm,doors,brand,colour,model,transmission
2014.0,90000.0,138800.0,4870.0,3456.0,Aspirated,2950.0,1830.0,Multi-Point Injected,7.0,280.0,Petrol - Unleaded (ULP),Rack and Pinion,Parallel Import,1890.0,344.0,5.0,Toyota,White,Vellfire,Automatic
2008.0,175000.0,35800.0,4825.0,1998.0,Aspirated,2775.0,1820.0,Multi-Point Injected,5.0,147.0,Petrol - Unleaded (ULP),Rack and Pinion,Official Import,1470.0,190.0,4.0,Toyota,Silver,Camry,Automatic
2014.0,135000.0,46900.0,4950.0,1997.0,Aspirated,2800.0,1845.0,Multi-Point Injected,5.0,156.0,Petrol - Unleaded (ULP),Rack and Pinion,Locally Built,1475.0,189.0,4.0,Proton,Grey,Perdana,Automatic
2010.0,100000.0,97900.0,4865.0,2362.0,Aspirated,2950.0,1840.0,Multi-Point Injected,7.0,170.0,Petrol - Unleaded (ULP),Rack and Pinion,Parallel Import,1900.0,224.0,5.0,Toyota,White,Vellfire,Automatic
2012.0,85000.0,31990.0,4530.0,1797.0,Aspirated,2700.0,1775.0,Multi-Point Injected,5.0,150.0,Petrol - Unleaded (ULP),Rack and Pinion,Locally Built,1445.0,178.0,4.0,Hyundai,Silver,Elantra,Automatic
2016.0,30000.0,208900.0,4686.0,1991.0,Turbo intercooled,2840.0,1810.0,Direct Injection,4.0,211.0,Petrol - Unleaded (ULP),Rack and Pinion,Official Import,1405.0,350.0,2.0,Mercedes-Benz, -,C250,Automatic
2019.0,2500.0,257800.0,4709.0,1998.0,Twin-scroll turbo,2851.0,1827.0,Direct Injection,5.0,258.0,Petrol - Unleaded (ULP),Rack and Pinion,Locally Built,1435.0,400.0,4.0,BMW,White,330i,Automatic
2014.0,70000.0,96800.0,3821.0,1499.0,Turbo intercooled,2495.0,1727.0,Direct Injection,4.0,136.0,Petrol - Unleaded (ULP),Rack and Pinion,Official Import,1414.0,220.0,3.0,MINI,Red,3 Door,Automatic
2008.0,135000.0,28500.0,5009.0,2953.0,Turbo intercooled,2860.0,1804.0,Direct Injection,7.0,156.0,Diesel,Recirculating Ball,Locally Built,1835.0,380.0,5.0,Ford,Bronze,Everest,Automatic
2004.0,125000.0,19800.0,4510.0,2488.0,Aspirated,2625.0,1765.0,Multi-Point Injected,5.0,179.0,Petrol - Unleaded (ULP),Rack and Pinion,Locally Built,1675.0,245.0,5.0,Nissan,Gold,X-Trail,Automatic
2001.0,175000.0,29888.0,4770.0,2994.0,Aspirated,2900.0,1790.0,Multi-Point Injected,7.0,220.0,Petrol - Unleaded (ULP),Rack and Pinion,Parallel Import,1770.0,304.0,5.0,Toyota, -,Estima,Automatic
2017.0,45000.0,65800.0,4453.0,1498.0,Aspirated,2662.0,1735.0,Multi-Point Injected,7.0,120.0,Diesel,Rack and Pinion,Locally Built,1666.0,145.0,5.0,Honda,Silver,BR-V,Automatic
2018.0,45000.0,39800.0,4425.0,1498.0,Aspirated,2600.0,1695.0,Multi-Point Injected,5.0,102.0,Petrol - Unleaded (ULP),Rack and Pinion,Locally Built,1500.0,139.0,4.0,Nissan,Blue,Almera,Automatic
2015.0,65800.0,36800.0,4270.0,1495.0,Aspirated,2750.0,1695.0,Multi-Point Injected,7.0,103.0,Petrol - Unleaded (ULP),Rack and Pinion,Locally Built,1620.0,136.0,5.0,Perodua,White,Alza,Automatic
2016.0,70000.0,49888.0,4999.0,1997.0,Aspirated,2800.0,1845.0,Multi-Point Injected,5.0,156.0,Petrol - Unleaded (ULP),Rack and Pinion,Locally Built,1475.0,189.0,4.0,Proton,Grey,Perdana,Automatic
2011.0,105000.0,43800.0,4320.0,1798.0,Aspirated,2600.0,1765.0,Multi-Point Injected,5.0,99.0,Hybrid,Rack and Pinion,Official Import,1430.0,142.0,5.0,Lexus,White,CT200h,Automatic
2016.0,70000.0,64999.0,4620.0,1798.0,Aspirated,2700.0,1776.0,Multi-Point Injected,5.0,139.0,Petrol - Unleaded (ULP),Rack and Pinion,Official Import,1460.0,173.0,4.0,Toyota,Grey,Corolla Altis,Automatic
2002.0,130000.0,4200.0,3395.0,659.0,Aspirated,2280.0,1395.0,Carburettor Single,5.0,31.0,Petrol - Unleaded (ULP),Rack and Pinion,Locally Built,1415.0,49.0,5.0,Perodua,Silver,Kancil,Manual
2013.0,155000.0,20800.0,4543.0,1597.0,Aspirated,2650.0,1786.0,Multi-Point Injected,5.0,109.0,Petrol - Unleaded (ULP),Rack and Pinion,Locally Built,1524.0,150.0,4.0,Proton,White,Preve,Manual
2015.0,100000.0,21800.0,3640.0,998.0,Aspirated,2455.0,1620.0,Multi-Point Injected,5.0,67.0,Petrol - Unleaded (ULP),Rack and Pinion,Locally Built,1510.0,90.0,5.0,Perodua,Green,Axia,Automatic
2013.0,75000.0,47800.0,4450.0,1995.0,Aspirated,2635.0,1780.0,Multi-Point Injected,5.0,150.0,Petrol - Unleaded (ULP),Rack and Pinion,Locally Built,1615.0,196.0,5.0,Subaru,White,XV,Automatic
2015.0,80000.0,59900.0,4620.0,1798.0,Aspirated,2700.0,1776.0,Multi-Point Injected,5.0,139.0,Petrol - Unleaded (ULP),Rack and Pinion,Official Import,1460.0,173.0,4.0,Toyota,Grey,Corolla Altis,Automatic
2009.0,115000.0,21800.0,4350.0,1975.0,Aspirated,2630.0,1800.0,Multi-Point Injected,5.0,141.0,Petrol - Unleaded (ULP),Rack and Pinion,Locally Built,1695.0,184.0,5.0,Kia,Black,Sportage,Automatic
2009.0,125000.0,47800.0,4628.0,2953.0,Turbo intercooled,2774.0,1891.0,Multi-Point Injected,5.0,286.0,Petrol - Unleaded (ULP),Rack and Pinion,Official Import,1713.0,400.0,5.0,Volvo,Black,XC60,Automatic
2015.0,35000.0,143996.0,4645.0,1595.0,Turbo intercooled,2700.0,1780.0,Direct Injection,5.0,122.0,Petrol - Unleaded (ULP),Rack and Pinion,Parallel Import,1445.0,200.0,5.0,Mercedes-Benz,Silver,CLA180,Automatic
2016.0,150000.0,129800.0,4830.0,2356.0,Aspirated,2900.0,1820.0,Multi-Point Injected,7.0,175.0,Petrol - Unleaded (ULP),Rack and Pinion,Official Import,1695.0,225.0,5.0,Honda,Silver,Odyssey,Automatic
2020.0,5000.0,42988.0,4170.0,1329.0,Aspirated,2455.0,1620.0,Multi-Point Injected,5.0,95.0,Petrol - Unleaded (ULP),Rack and Pinion,Locally Built,1525.0,121.0,4.0,Perodua,Blue,Bezza,Automatic
2012.0,85000.0,31900.0,4150.0,1495.0,Aspirated,2655.0,1600.0,Multi-Point Injected,7.0,103.0,Petrol - Unleaded (ULP),Rack and Pinion,Official Import,1695.0,136.0,5.0,Toyota,Silver,Avanza,Automatic
2014.0,65000.0,25800.0,4618.0,1997.0,Aspirated,2702.0,1813.0,Multi-Point Injected,5.0,141.0,Petrol - Unleaded (ULP),Rack and Pinion,Locally Built,1485.0,195.0,4.0,Renault,Silver,Fluence,Automatic
2008.0,135000.0,9500.0,4257.0,1332.0,Aspirated,2465.0,1680.0,Multi-Point Injected,5.0,95.0,Petrol - Unleaded (ULP),Rack and Pinion,Locally Built,1502.0,120.0,4.0,Proton,Blue,Saga,Automatic
2014.0,85000.0,34800.0,4270.0,1495.0,Aspirated,2750.0,1695.0,Multi-Point Injected,7.0,103.0,Petrol - Unleaded (ULP),Rack and Pinion,Locally Built,1620.0,136.0,5.0,Perodua,Silver,Alza,Automatic
2018.0,55000.0,115800.0,4550.0,1998.0,Aspirated,2700.0,1840.0,Direct Injection,5.0,165.0,Petrol - Unleaded (ULP),Rack and Pinion,Locally Built,1675.0,210.0,5.0,Mazda,Blue,CX-5,Automatic
2015.0,65000.0,47800.0,4485.0,1598.0,Aspirated,2600.0,1700.0,Multi-Point Injected,7.0,105.0,Petrol - Unleaded (ULP),Rack and Pinion,Locally Built,1590.0,150.0,5.0,Nissan,Grey,Grand Livina,Automatic
2017.0,45000.0,65800.0,4453.0,1497.0,Aspirated,2662.0,1735.0,Multi-Point Injected,7.0,120.0,Petrol - Unleaded (ULP),Rack and Pinion,Locally Built,1666.0,145.0,5.0,Honda,Silver,BR-V,Automatic
2010.0,115000.0,16800.0,3905.0,1597.0,Aspirated,2440.0,1710.0,Multi-Point Injected,5.0,111.0,Petrol - Unleaded (ULP),Rack and Pinion,Locally Built,1420.0,148.0,3.0,Proton,Black,Satria,Manual
2011.0,55000.0,34000.0,5075.0,3200.0,Turbo intercooled,3000.0,1800.0,Direct Injection,5.0,160.0,Diesel,Rack and Pinion,Official Import,1795.0,343.0,4.0,Mitsubishi,Black,Triton,Automatic
2016.0,95000.0,123800.0,4439.0,1998.0,Twin-scroll turbo,2670.0,1821.0,Direct Injection,5.0,192.0,Petrol - Unleaded (ULP),Rack and Pinion,Official Import,1612.0,280.0,5.0,BMW,White,X1,Automatic
2013.0,50000.0,139000.0,5248.0,2995.0,Supercharged,3157.0,1895.0,Direct Injection,5.0,340.0,Petrol - Unleaded (ULP),Rack and Pinion,Official Import,1448.0,450.0,4.0,Jaguar,Grey,XJ,Automatic
2018.0,58000.0,182000.0,4299.0,1998.0,Twin-scroll turbo,2670.0,1822.0,Direct Injection,5.0,192.0,Petrol - Unleaded (ULP),Rack and Pinion,Locally Built,1557.0,280.0,5.0,MINI,Silver,Countryman,Automatic
2015.0,80000.0,71800.0,4555.0,1998.0,Aspirated,2700.0,1840.0,Direct Injection,5.0,155.0,Petrol - Unleaded (ULP),Rack and Pinion,Locally Built,1670.0,200.0,5.0,Mazda,Grey,CX-5,Automatic
2010.0,155000.0,22800.0,4530.0,1591.0,Aspirated,2650.0,1775.0,Multi-Point Injected,5.0,124.0,Petrol - Unleaded (ULP),Rack and Pinion,Locally Built,1460.0,156.0,4.0,Kia,Black,Forte,Automatic
2014.0,95000.0,38800.0,4270.0,1495.0,Aspirated,2750.0,1695.0,Multi-Point Injected,7.0,103.0,Petrol - Unleaded (ULP),Rack and Pinion,Locally Built,1620.0,136.0,5.0,Perodua,White,Alza,Automatic
2004.0,110000.0,40800.0,4730.0,2362.0,Aspirated,2715.0,1845.0,Multi-Point Injected,5.0,160.0,Petrol - Unleaded (ULP),Rack and Pinion,Parallel Import,1680.0,221.0,5.0,Toyota,Silver,Harrier,Automatic
2014.0,70000.0,41800.0,4585.0,1998.0,Aspirated,2750.0,1775.0,Multi-Point Injected,8.0,136.0,Petrol - Unleaded (ULP),Rack and Pinion,Locally Built,1760.0,182.0,5.0,Toyota,Silver,Innova,Automatic
2010.0,115000.0,10800.0,4276.0,1598.0,Aspirated,2608.0,1815.0,Multi-Point Injected,5.0,120.0,Petrol - Unleaded (ULP),Rack and Pinion,Locally Built,1498.0,160.0,5.0,Peugeot,Red,308,Automatic
2006.0,145000.0,47777.0,4795.0,3456.0,Aspirated,2950.0,1800.0,Multi-Point Injected,7.0,284.0,Petrol - Unleaded (ULP),Rack and Pinion,Parallel Import,1730.0,332.0,5.0,Toyota,Silver,Estima,Automatic
2010.0,85000.0,79800.0,4865.0,3456.0,Aspirated,2950.0,1840.0,Multi-Point Injected,8.0,280.0,Petrol - Unleaded (ULP),Rack and Pinion,Parallel Import,1900.0,344.0,5.0,Toyota,White,Alphard,Automatic
2012.0,125000.0,27600.0,4395.0,1339.0,Aspirated,2550.0,1695.0,Multi-Point Injected,5.0,88.0,Hybrid,Rack and Pinion,Official Import,1425.0,121.0,5.0,Honda,Silver,Insight,Automatic
2011.0,55000.0,115800.0,4865.0,2362.0,Aspirated,2950.0,1840.0,Multi-Point Injected,7.0,170.0,Petrol - Unleaded (ULP),Rack and Pinion,Parallel Import,1900.0,224.0,5.0,Toyota,White,Vellfire,Automatic
2013.0,80000.0,23900.0,4543.0,1561.0,Turbocharged,2650.0,1786.0,Multi-Point Injected,5.0,140.0,Petrol - Unleaded (ULP),Rack and Pinion,Locally Built,1524.0,205.0,4.0,Proton,White,Preve,Automatic
2019.0,25000.0,68888.0,4145.0,1496.0,Aspirated,2550.0,1811.421210305572,Multi-Point Injected,5.0,107.0,Petrol - Unleaded (ULP),Rack and Pinion,Locally Built,1672.2348711803477,140.0,5.0,Toyota,Silver,Yaris,Automatic
2002.0,125000.0,9800.0,3395.0,659.0,Aspirated,2280.0,1395.0,Carburettor Single,5.0,31.0,Petrol - Unleaded (ULP),Rack and Pinion,Locally Built,1415.0,49.0,5.0,Perodua,Gold,Kancil,Manual
2006.0,145000.0,21800.0,4825.0,2362.0,Aspirated,2775.0,1820.0,Multi-Point Injected,5.0,167.0,Petrol - Unleaded (ULP),Rack and Pinion,Official Import,1470.0,224.0,4.0,Toyota,Silver,Camry,Automatic
2014.0,95000.0,26800.0,3595.0,1248.0,Aspirated,2385.0,1595.0,Multi-Point Injected,5.0,92.0,Petrol - Unleaded (ULP),Rack and Pinion,Locally Built,1490.0,120.0,5.0,Kia,Red,Picanto,Automatic
2004.0,175000.0,8800.0,3490.0,847.0,Aspirated,2360.0,1490.0,Multi-Point Injected,5.0,50.0,Petrol - Unleaded (ULP),Rack and Pinion,Locally Built,1425.0,74.0,5.0,Perodua,Silver,Kelisa,Manual
2013.0,10000.0,28800.0,4792.0,1598.0,Twin-scroll turbo,2817.0,2068.0,Direct Injection,5.0,158.0,Petrol - Unleaded (ULP),Rack and Pinion,Locally Built,1456.0,240.0,4.0,Peugeot,White,508,Automatic
2018.0,65000.0,39800.0,4150.0,1329.0,Aspirated,2455.0,1620.0,Multi-Point Injected,5.0,95.0,Petrol - Unleaded (ULP),Rack and Pinion,Locally Built,1510.0,121.0,4.0,Perodua,White,Bezza,Automatic
2012.0,70000.0,22999.0,3995.0,1497.0,Aspirated,2550.0,1695.0,Multi-Point Injected,5.0,73.0,Hybrid,Rack and Pinion,Official Import,1455.0,111.0,5.0,Toyota,White,Prius C,Automatic
2017.0,60000.0,187700.0,4886.0,1997.0,Twin-scroll turbo,2933.0,1938.0,Direct Injection,5.0,245.0,Hybrid,Rack and Pinion,Locally Built,1762.0,350.0,5.0,BMW,Silver,X5,Automatic
2018.0,67850.0,129800.0,4550.0,2488.0,Aspirated,2700.0,1840.0,Direct Injection,5.0,194.0,Petrol - Unleaded (ULP),Rack and Pinion,Locally Built,1680.0,257.0,5.0,Mazda,Blue,CX-5,Automatic
2018.0,25000.0,193800.0,4686.0,1991.0,Turbo intercooled,2840.0,1810.0,Direct Injection,5.0,186.0,Petrol - Unleaded (ULP),Rack and Pinion,Locally Built,1442.0,300.0,4.0,Mercedes-Benz,White,C200,Automatic
2015.0,45000.0,65800.0,4620.0,1798.0,Aspirated,2700.0,1776.0,Multi-Point Injected,5.0,139.0,Petrol - Unleaded (ULP),Rack and Pinion,Official Import,1460.0,173.0,4.0,Toyota,Blue,Corolla Altis,Automatic
2012.0,85000.0,35800.0,4850.0,2496.0,Aspirated,2775.0,1795.0,Multi-Point Injected,5.0,182.0,Petrol - Unleaded (ULP),Rack and Pinion,Locally Built,1480.0,228.0,4.0,Nissan,Gold,Teana,Automatic
2015.0,115000.0,99800.0,4329.0,1598.0,Twin-scroll turbo,2690.0,1765.0,Direct Injection,5.0,177.0,Petrol - Unleaded (ULP),Rack and Pinion,Locally Built,1440.0,250.0,5.0,BMW,Blue,120i,Automatic
2019.0,35000.0,36800.0,4150.0,1329.0,Aspirated,2455.0,1620.0,Multi-Point Injected,5.0,95.0,Petrol - Unleaded (ULP),Rack and Pinion,Locally Built,1510.0,121.0,4.0,Perodua,Brown,Bezza,Automatic
1996.0,130000.0,4500.0,4420.274247491639,1761.0,Aspirated,2656.8695652173915,1862.71237458194,Multi-Point Injected,5.0,143.31772575250835,Petrol - Unleaded (ULP),Rack and Pinion,Locally Built,1518.0501672240805,210.0,4.0,Peugeot,Maroon,306,Automatic
2006.0,155000.0,16777.0,4495.0,1597.0,Aspirated,2535.0,1695.0,Multi-Point Injected,5.0,118.0,Petrol - Unleaded (ULP),Rack and Pinion,Locally Built,1445.0,143.0,4.0,Nissan,White,Sentra,Automatic
2012.0,85000.0,43500.0,4540.0,1798.0,Aspirated,2600.0,1760.0,Multi-Point Injected,5.0,140.0,Petrol - Unleaded (ULP),Rack and Pinion,Official Import,1465.0,173.0,4.0,Toyota,White,Corolla Altis,Automatic
2019.0,12500.0,101888.0,4519.0,1799.0,Turbocharged,2670.0,1831.0,Direct Injection,5.0,184.0,Petrol - Unleaded (ULP),Rack and Pinion,Official Import,1694.0,285.0,5.0,Proton,White,X70,Automatic
2016.0,70000.0,22999.0,4331.0,1332.0,Aspirated,2465.0,1689.0,Multi-Point Injected,5.0,95.0,Petrol - Unleaded (ULP),Rack and Pinion,Locally Built,1491.0,120.0,4.0,Proton,Grey,Saga,Automatic
2015.0,105000.0,67800.0,4690.0,2199.0,Turbocharged,2700.0,1880.0,Direct Injection,7.0,197.0,Diesel,Rack and Pinion,Locally Built,1680.0,436.0,5.0,Hyundai,White,Santa Fe,Automatic
2013.0,100000.0,17800.0,4278.0,1332.0,Aspirated,2465.0,1680.0,Multi-Point Injected,5.0,95.0,Petrol - Unleaded (ULP),Rack and Pinion,Locally Built,1520.0,120.0,4.0,Proton,Red,Saga,Automatic
2020.0,15000.0,34900.0,4331.0,1332.0,Aspirated,2465.0,1689.0,Multi-Point Injected,5.0,95.0,Petrol - Unleaded (ULP),Rack and Pinion,Locally Built,1491.0,120.0,4.0,Proton,Red,Saga,Automatic
2002.0,200000.0,17800.0,4935.0,2477.0,Turbo intercooled,2960.0,1775.0,Multi-Point Injected,5.0,120.0,Diesel,Recirculating Ball,Locally Built,1800.0,300.0,4.0,Mitsubishi,Black,Storm,Automatic
2017.0,45000.0,164999.0,4686.0,1991.0,Turbocharged,2840.0,1810.0,Direct Injection,5.0,211.0,Hybrid,Rack and Pinion,Locally Built,1442.0,350.0,4.0,Mercedes-Benz,Grey,C350 e,Automatic
2016.0,45000.0,39800.0,4560.0,1999.0,Aspirated,2700.0,1780.0,Multi-Point Injected,5.0,160.0,Petrol - Unleaded (ULP),Rack and Pinion,Locally Built,1445.0,194.0,4.0,Kia,White,Cerato,Automatic
2004.0,120000.0,11800.0,3460.0,989.0,Aspirated,2360.0,1500.0,Multi-Point Injected,5.0,55.0,Petrol - Unleaded (ULP),Rack and Pinion,Locally Built,1660.0,88.0,5.0,Perodua,Red,Kenari,Automatic
2007.0,145000.0,36800.0,4081.0,1596.0,Aspirated,2508.0,1724.0,Multi-Point Injected,4.0,102.0,Petrol - Unleaded (ULP),Rack and Pinion,Official Import,1498.0,148.0,2.0,Volkswagen,Red,Beetle,Automatic
1999.0,75000.0,9800.0,4601.090693538827,1587.0,Aspirated,2465.0,1811.421210305572,Multi-Point Injected,5.0,116.0,Petrol - Unleaded (ULP),Rack and Pinion,Locally Built,1672.2348711803477,145.0,4.0,Toyota,Silver,Corolla,Automatic
2016.0,40000.0,126000.0,4439.0,1998.0,Twin-scroll turbo,2670.0,1821.0,Direct Injection,5.0,192.0,Petrol - Unleaded (ULP),Rack and Pinion,Locally Built,1612.0,280.0,5.0,BMW,Black,X1,Automatic
2014.0,80000.0,69990.0,4595.0,1998.0,Turbocharged,2640.0,1795.0,Direct Injection,5.0,241.0,Petrol - Unleaded (ULP),Rack and Pinion,Official Import,1735.0,350.0,5.0,Subaru,Silver,Forester,Automatic
2017.0,40000.0,49800.0,4159.0,1199.0,Turbocharged,2538.0,1739.0,Direct Injection,5.0,111.0,Petrol - Unleaded (ULP),Rack and Pinion,Locally Built,1556.0,205.0,5.0,Peugeot,White,2008,Automatic
2009.0,155000.0,48800.0,4540.0,1998.0,Aspirated,2700.0,1750.0,Multi-Point Injected,5.0,155.0,Petrol - Unleaded (ULP),Rack and Pinion,Locally Built,1435.0,188.0,4.0,Honda,Black,Civic,Automatic
2014.0,45000.0,166800.0,4365.0,1999.0,Turbocharged,2662.0,1965.0,Direct Injection,5.0,241.0,Petrol - Unleaded (ULP),Rack and Pinion,Official Import,1635.0,340.0,3.0,Land Rover,Black,Range Rover Evoque,Automatic
2019.0,35000.0,62800.0,4145.0,1496.0,Aspirated,2550.0,1811.421210305572,Multi-Point Injected,5.0,107.0,Petrol - Unleaded (ULP),Rack and Pinion,Locally Built,1672.2348711803477,140.0,5.0,Toyota,Grey,Yaris,Automatic
2015.0,90000.0,34800.0,3970.0,1598.0,Aspirated,2456.0,1682.0,Multi-Point Injected,5.0,105.0,Petrol - Unleaded (ULP),Rack and Pinion,Locally Built,1453.0,153.0,5.0,Volkswagen,White,Polo,Automatic
2017.0,35000.0,59800.0,4453.0,1497.0,Aspirated,2662.0,1735.0,Multi-Point Injected,7.0,120.0,Petrol - Unleaded (ULP),Rack and Pinion,Locally Built,1666.0,145.0,5.0,Honda,Silver,BR-V,Automatic
2013.0,75000.0,133333.0,4879.0,1991.0,Turbo intercooled,2874.0,1854.0,Direct Injection,5.0,211.0,Petrol - Unleaded (ULP),Rack and Pinion,Parallel Import,1474.0,350.0,4.0,Mercedes-Benz,Black,E250,Automatic
2011.0,95000.0,38800.0,5295.0,2477.0,Turbo intercooled,3000.0,1800.0,Direct Injection,5.0,136.0,Diesel,Rack and Pinion,Official Import,1779.0,314.0,4.0,Mitsubishi,Grey,Triton,Manual
2019.0,20000.0,298000.0,4688.0,1969.0,Turbo supercharged intercooled,2865.0,1902.0,Direct Injection,5.0,320.0,Hybrid,Rack and Pinion,Locally Built,1658.0,400.0,5.0,Volvo,White,XC60,Automatic
2004.0,135000.0,12800.0,3890.0,1298.0,Aspirated,2420.0,1555.0,Multi-Point Injected,5.0,86.0,Petrol - Unleaded (ULP),Rack and Pinion,Locally Built,1715.0,120.0,5.0,Perodua,Silver,Kembara,Automatic
2015.0,70000.0,72800.0,4530.0,1591.0,Twin-scroll turbo,2700.0,1780.0,Direct Injection,5.0,204.0,Petrol - Unleaded (ULP),Rack and Pinion,Official Import,1420.0,265.0,2.0,Kia,Red,Cerato,Automatic
2014.0,102500.0,74800.0,4454.0,1997.0,Twin-scroll turbo,2760.0,1798.0,Direct Injection,5.0,184.0,Petrol - Unleaded (ULP),Rack and Pinion,Locally Built,1545.0,270.0,5.0,BMW,Grey,X1,Automatic
2011.0,105000.0,43800.0,4320.0,1798.0,Aspirated,2600.0,1765.0,Multi-Point Injected,5.0,99.0,Hybrid,Rack and Pinion,Official Import,1430.0,142.0,5.0,Lexus,White,CT200h,Automatic
2015.0,65000.0,69900.0,4620.0,1798.0,Aspirated,2700.0,1776.0,Multi-Point Injected,5.0,139.0,Petrol - Unleaded (ULP),Rack and Pinion,Official Import,1460.0,173.0,4.0,Toyota,Blue,Corolla Altis,Automatic
2014.0,65000.0,119700.0,4830.0,2356.0,Aspirated,2900.0,1820.0,Multi-Point Injected,7.0,175.0,Petrol - Unleaded (ULP),Rack and Pinion,Official Import,1695.0,225.0,5.0,Honda,White,Odyssey,Automatic
2010.0,125000.0,43800.0,4825.0,1998.0,Aspirated,2775.0,1820.0,Multi-Point Injected,5.0,147.0,Petrol - Unleaded (ULP),Rack and Pinion,Official Import,1470.0,190.0,4.0,Toyota,White,Camry,Automatic
2004.0,110000.0,32800.0,4265.0,1998.0,Aspirated,2490.0,1785.0,Multi-Point Injected,5.0,150.0,Petrol - Unleaded (ULP),Rack and Pinion,Official Import,1705.0,192.0,5.0,Toyota,Black,RAV4,Automatic
2014.0,75000.0,33800.0,4536.0,1561.0,Turbocharged,2650.0,1786.0,Multi-Point Injected,5.0,140.0,Petrol - Unleaded (ULP),Rack and Pinion,Locally Built,1524.0,205.0,5.0,Proton,White,Suprima S,Automatic
2019.0,5000.0,96800.0,4519.0,1799.0,Turbocharged,2670.0,1831.0,Direct Injection,5.0,184.0,Petrol - Unleaded (ULP),Rack and Pinion,Official Import,1694.0,285.0,5.0,Proton,Grey,X70,Automatic
2020.0,10000.0,41800.0,3945.0,1597.0,Aspirated,2555.0,1722.0,Multi-Point Injected,5.0,109.0,Petrol - Unleaded (ULP),Rack and Pinion,Locally Built,1554.0,150.0,5.0,Proton,Silver,Iriz,Automatic
2008.0,85000.0,41500.0,5075.0,3200.0,Turbo intercooled,3000.0,1800.0,Direct Injection,5.0,160.0,Diesel,Rack and Pinion,Official Import,1795.0,343.0,4.0,Mitsubishi,White,Triton,Automatic
2013.0,120000.0,23500.0,4530.0,1591.0,Aspirated,2650.0,1775.0,Multi-Point Injected,5.0,124.0,Petrol - Unleaded (ULP),Rack and Pinion,Locally Built,1460.0,156.0,4.0,Kia,Silver,Forte,Automatic
2013.0,80000.0,143800.0,4638.0,1997.0,Twin-scroll turbo,2810.0,1825.0,Direct Injection,4.0,245.0,Petrol - Unleaded (ULP),Rack and Pinion,Official Import,1377.0,350.0,2.0,BMW,White,428i,Automatic
2015.0,65000.0,66800.0,4770.0,1997.0,Aspirated,2860.0,1735.0,Direct Injection,8.0,147.0,Hybrid,Rack and Pinion,Locally Built,1865.0,210.0,5.0,Nissan,White,Serena,Automatic
2012.0,95000.0,37800.0,4215.0,1497.0,Aspirated,2740.0,1700.0,Multi-Point Injected,7.0,118.0,Petrol - Unleaded (ULP),Rack and Pinion,Official Import,1735.0,146.0,5.0,Honda,Black,Freed,Automatic
2004.0,125000.0,8800.0,4270.0,1468.0,Aspirated,2500.0,1680.0,Multi-Point Injected,5.0,90.0,Petrol - Unleaded (ULP),Rack and Pinion,Locally Built,1385.0,126.0,5.0,Proton,Black,Wira,Automatic
2013.0,110000.0,129900.0,4879.0,1991.0,Turbo intercooled,2874.0,1854.0,Direct Injection,5.0,211.0,Petrol - Unleaded (ULP),Rack and Pinion,Parallel Import,1474.0,350.0,4.0,Mercedes-Benz,White,E250,Automatic
2007.0,115000.0,27800.0,4602.190082644628,1997.0,Aspirated,2715.6237006237006,1743.4194214876034,Multi-Point Injected,5.0,138.97938144329896,Petrol - Unleaded (ULP),Rack and Pinion,Locally Built,1608.1198347107438,207.64329896907216,5.0,Nissan,Silver,Dualis,Automatic
2018.0,65000.0,68000.0,4453.0,1497.0,Aspirated,2662.0,1735.0,Multi-Point Injected,7.0,120.0,Petrol - Unleaded (ULP),Rack and Pinion,Locally Built,1666.0,145.0,5.0,Honda,Black,BR-V,Automatic
2013.0,70000.0,16800.0,3575.0,989.0,Aspirated,2390.0,1475.0,Multi-Point Injected,5.0,61.0,Petrol - Unleaded (ULP),Rack and Pinion,Locally Built,1530.0,90.0,5.0,Perodua,Grey,Viva,Automatic
2016.0,90000.0,63800.0,4630.0,1799.0,Aspirated,2700.0,1799.0,Multi-Point Injected,5.0,141.0,Petrol - Unleaded (ULP),Rack and Pinion,Locally Built,1416.0,174.0,4.0,Honda,White,Civic,Automatic
1990.0,55000.0,398000.0,4499.0,3600.0,Aspirated,2450.0,1852.0,Direct Injection,5.0,420.0,Petrol - Leaded,Rack and Pinion,Official Import,1300.0,440.0,3.0,Porsche,Blue,911,Manual
2005.0,70000.0,59800.0,4782.0,3189.0,Aspirated,2855.0,1982.0,Multi-Point Injected,5.0,250.0,Petrol - Unleaded (ULP),Rack and Pinion,Official Import,1699.0,310.0,5.0,Porsche,Grey,Cayenne,Automatic
2015.0,55000.0,47999.0,4410.0,1497.0,Aspirated,2550.0,1700.0,Multi-Point Injected,5.0,109.0,Petrol - Unleaded (ULP),Rack and Pinion,Locally Built,1475.0,141.0,4.0,Toyota,Gold,Vios,Automatic
2017.0,80000.0,109888.0,4630.0,1498.0,Turbocharged,2700.0,1799.0,Direct Injection,5.0,173.0,Petrol - Unleaded (ULP),Rack and Pinion,Locally Built,1416.0,220.0,4.0,Honda,Black,Civic,Automatic
